Author,Type,Study,Domain,Domain_short,Risk_Type
Ramage,Original,"Trujillo-Estrada et al., 2013",Selection bias: allocation concealment,D3,Low
Ramage,Original,"Trujillo-Estrada et al., 2013",Performance bias: random housing,D4,Unclear
Ramage,Original,"Trujillo-Estrada et al., 2013",Performance bias: blinding,D5,High
Ramage,Original,"Trujillo-Estrada et al., 2013",Detection bias: random outcome assessment,D6,Low
Ramage,Original,"Trujillo-Estrada et al., 2013",Detection bias: blinding,D7,Low
Ramage,Original,"Trujillo-Estrada et al., 2013",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Trujillo-Estrada et al., 2013",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Trujillo-Estrada et al., 2013",Other sources of bias,D10,Low
Ramage,Replication,"Trujillo-Estrada et al., 2013",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Trujillo-Estrada et al., 2013",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Trujillo-Estrada et al., 2013",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Trujillo-Estrada et al., 2013",Performance bias: blinding,D5,High
Ramage,Replication,"Trujillo-Estrada et al., 2013",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Trujillo-Estrada et al., 2013",Detection bias: blinding,D7,Low
Ramage,Replication,"Trujillo-Estrada et al., 2013",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Trujillo-Estrada et al., 2013",Reporting bias: selective outcome reporting,D9,High
Gallas-Lopes,Replication,"Wang, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Wang, 2017",Selection bias: baseline characteristics,D2,Low
Gallas-Lopes,Replication,"Wang, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Wang, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Wang, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Wang, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Wang, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Wang, 2017",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Replication,"Wang, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Wang, 2017",Other sources of bias,D10,Low
Gallas-Lopes,Original,"Wang, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Wang, 2017",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Wang, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Wang, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Wang, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Wang, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Wang, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Wang, 2017",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Original,"Wang, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Wang, 2017",Other sources of bias,D10,Low
Ramage,Replication,"Wilson et al., 2017",Other sources of bias,D10,Low
Ramage,Replication,"Wilson et al., 2017",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Wilson et al., 2017",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Wilson et al., 2017",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Wilson et al., 2017",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Wilson et al., 2017",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Wilson et al., 2017",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Wilson et al., 2017",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Wilson et al., 2017",Reporting bias: selective outcome reporting,D9,Unclear
Ramage,Original,"Wilson et al., 2017",Selection bias: sequence generation,D1,High
Ramage,Replication,"Wilson et al., 2017",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Wilson et al., 2017",Other sources of bias,D10,Low
Ramage,Original,"Wilson et al., 2017",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Wilson et al., 2017",Selection bias: allocation concealment,D3,High
Ramage,Original,"Wilson et al., 2017",Performance bias: random housing,D4,High
Ramage,Original,"Wilson et al., 2017",Performance bias: blinding,D5,High
Ramage,Original,"Wilson et al., 2017",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Wilson et al., 2017",Detection bias: blinding,D7,Low
Ramage,Original,"Wilson et al., 2017",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Original,"Wilson et al., 2017",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Wilson et al., 2018",Other sources of bias,D10,High
Ramage,Replication,"Wilson et al., 2018",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Wilson et al., 2018",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Wilson et al., 2018",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Wilson et al., 2018",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Wilson et al., 2018",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Wilson et al., 2018",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Wilson et al., 2018",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Wilson et al., 2018",Reporting bias: selective outcome reporting,D9,High
Ramage,Original,"Wilson et al., 2018",Selection bias: sequence generation,D1,High
Ramage,Replication,"Wilson et al., 2018",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Wilson et al., 2018",Other sources of bias,D10,Low
Ramage,Original,"Wilson et al., 2018",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Wilson et al., 2018",Selection bias: allocation concealment,D3,High
Ramage,Original,"Wilson et al., 2018",Performance bias: random housing,D4,High
Ramage,Original,"Wilson et al., 2018",Performance bias: blinding,D5,High
Ramage,Original,"Wilson et al., 2018",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Wilson et al., 2018",Detection bias: blinding,D7,Low
Ramage,Original,"Wilson et al., 2018",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Original,"Wilson et al., 2018",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Wilson et al., 2020",Other sources of bias,D10,Low
Ramage,Replication,"Wilson et al., 2020",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Wilson et al., 2020",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Wilson et al., 2020",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Wilson et al., 2020",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Wilson et al., 2020",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Wilson et al., 2020",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Wilson et al., 2020",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Wilson et al., 2020",Reporting bias: selective outcome reporting,D9,Unclear
Ramage,Original,"Wilson et al., 2020",Selection bias: sequence generation,D1,High
Ramage,Replication,"Wilson et al., 2020",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Wilson et al., 2020",Other sources of bias,D10,Low
Ramage,Original,"Wilson et al., 2020",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Wilson et al., 2020",Selection bias: allocation concealment,D3,High
Ramage,Original,"Wilson et al., 2020",Performance bias: random housing,D4,High
Ramage,Original,"Wilson et al., 2020",Performance bias: blinding,D5,High
Ramage,Original,"Wilson et al., 2020",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Wilson et al., 2020",Detection bias: blinding,D7,Low
Ramage,Original,"Wilson et al., 2020",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Original,"Wilson et al., 2020",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Other sources of bias,D10,Low
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Wiseman A. L., Briggs C. A., Peritt A., Kapecki N., Peterson D. A., Shim S. S., Stutzmann G. E",Reporting bias: selective outcome reporting,D9,High
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Other sources of bias,D10,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Attrition bias: incomplete outcome data,D8,Low
Ramage,Replication,"Wu Y. Y., Wang X., Tan L., Liu D., Liu X. H., Wang Q., Wang J. Z., Zhu L. Q",Reporting bias: selective outcome reporting,D9,Unclear
Vojvodic,Replication,Xia 2016,Selection bias: sequence generation,D1,Unclear
Vojvodic,Replication,Xia 2016,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Replication,Xia 2016,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Replication,Xia 2016,Performance bias: random housing,D4,Unclear
Vojvodic,Replication,Xia 2016,Performance bias: blinding,D5,Unclear
Vojvodic,Replication,Xia 2016,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Replication,Xia 2016,Detection bias: blinding,D7,Unclear
Vojvodic,Replication,Xia 2016,Attrition bias: incomplete outcome data,D8,Unclear
Vojvodic,Replication,Xia 2016,Reporting bias: selective outcome reporting,D9,High
Vojvodic,Replication,Xia 2016,Other sources of bias,D10,Low
Vojvodic,Original,Xia 2016,Selection bias: sequence generation,D1,Unclear
Vojvodic,Original,Xia 2016,Selection bias: baseline characteristics,D2,Unclear
Vojvodic,Original,Xia 2016,Selection bias: allocation concealment,D3,Unclear
Vojvodic,Original,Xia 2016,Performance bias: random housing,D4,Unclear
Vojvodic,Original,Xia 2016,Performance bias: blinding,D5,Unclear
Vojvodic,Original,Xia 2016,Detection bias: random outcome assessment,D6,Unclear
Vojvodic,Original,Xia 2016,Detection bias: blinding,D7,Unclear
Vojvodic,Original,Xia 2016,Attrition bias: incomplete outcome data,D8,High
Vojvodic,Original,Xia 2016,Reporting bias: selective outcome reporting,D9,High
Vojvodic,Original,Xia 2016,Other sources of bias,D10,Unclear
Ramage,Original,"Xiang et al., 2020",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Xiang et al., 2020",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Xiang et al., 2020",Other sources of bias,D10,Low
Ramage,Original,"Xiang et al., 2020",Selection bias: baseline characteristics,D2,Unclear
Ramage,Original,"Xiang et al., 2020",Selection bias: allocation concealment,D3,Unclear
Ramage,Original,"Xiang et al., 2020",Performance bias: random housing,D4,High
Ramage,Original,"Xiang et al., 2020",Performance bias: blinding,D5,High
Ramage,Original,"Xiang et al., 2020",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Xiang et al., 2020",Detection bias: blinding,D7,High
Ramage,Original,"Xiang et al., 2020",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Original,"Xiang et al., 2020",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Xiang et al., 2020",Other sources of bias,D10,Unclear
Ramage,Replication,"Xiang et al., 2020",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Xiang et al., 2020",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Xiang et al., 2020",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Xiang et al., 2020",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Xiang et al., 2020",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Xiang et al., 2020",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Xiang et al., 2020",Attrition bias: incomplete outcome data,D8,Low
Ramage,Replication,"Xiang et al., 2020",Reporting bias: selective outcome reporting,D9,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Selection bias: baseline characteristics,D2,Low
Gallas-Lopes,Replication,"Xu, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Xu, 2017",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Replication,"Xu, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Replication,"Xu, 2017",Other sources of bias,D10,High
Gallas-Lopes,Original,"Xu, 2017",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Xu, 2017",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Xu, 2017",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Xu, 2017",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Xu, 2017",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Xu, 2017",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Xu, 2017",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Xu, 2017",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Xu, 2017",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Xu, 2017",Other sources of bias,D10,High
Ramage,Original,"Zhang et al., 2014",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Zhang et al., 2014",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Zhang et al., 2014",Other sources of bias,D10,Low
Ramage,Original,"Zhang et al., 2014",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Zhang et al., 2014",Selection bias: allocation concealment,D3,Unclear
Ramage,Original,"Zhang et al., 2014",Performance bias: random housing,D4,High
Ramage,Original,"Zhang et al., 2014",Performance bias: blinding,D5,High
Ramage,Original,"Zhang et al., 2014",Detection bias: random outcome assessment,D6,Low
Ramage,Original,"Zhang et al., 2014",Detection bias: blinding,D7,High
Ramage,Original,"Zhang et al., 2014",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Zhang et al., 2014",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Zhang et al., 2014",Other sources of bias,D10,Unclear
Ramage,Replication,"Zhang et al., 2014",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Zhang et al., 2014",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Zhang et al., 2014",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Zhang et al., 2014",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Zhang et al., 2014",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Zhang et al., 2014",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Zhang et al., 2014",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Zhang et al., 2014",Reporting bias: selective outcome reporting,D9,Unclear
Ramage,Original,"Zhao et al., 2014",Selection bias: sequence generation,D1,Unclear
Ramage,Replication,"Zhao et al., 2014",Selection bias: sequence generation,D1,Unclear
Ramage,Original,"Zhao et al., 2014",Other sources of bias,D10,Low
Ramage,Original,"Zhao et al., 2014",Selection bias: baseline characteristics,D2,Low
Ramage,Original,"Zhao et al., 2014",Selection bias: allocation concealment,D3,Unclear
Ramage,Original,"Zhao et al., 2014",Performance bias: random housing,D4,Unclear
Ramage,Original,"Zhao et al., 2014",Performance bias: blinding,D5,High
Ramage,Original,"Zhao et al., 2014",Detection bias: random outcome assessment,D6,High
Ramage,Original,"Zhao et al., 2014",Detection bias: blinding,D7,High
Ramage,Original,"Zhao et al., 2014",Attrition bias: incomplete outcome data,D8,Low
Ramage,Original,"Zhao et al., 2014",Reporting bias: selective outcome reporting,D9,Low
Ramage,Replication,"Zhao et al., 2014",Other sources of bias,D10,Unclear
Ramage,Replication,"Zhao et al., 2014",Selection bias: baseline characteristics,D2,Unclear
Ramage,Replication,"Zhao et al., 2014",Selection bias: allocation concealment,D3,Unclear
Ramage,Replication,"Zhao et al., 2014",Performance bias: random housing,D4,Unclear
Ramage,Replication,"Zhao et al., 2014",Performance bias: blinding,D5,Unclear
Ramage,Replication,"Zhao et al., 2014",Detection bias: random outcome assessment,D6,Unclear
Ramage,Replication,"Zhao et al., 2014",Detection bias: blinding,D7,Unclear
Ramage,Replication,"Zhao et al., 2014",Attrition bias: incomplete outcome data,D8,Unclear
Ramage,Replication,"Zhao et al., 2014",Reporting bias: selective outcome reporting,D9,Unclear
Ramage,Original,"Zhao et al., 2019",Other sources of bias,D10,Low
Gallas-Lopes,Replication,"Zheng, 2014",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Replication,"Zheng, 2014",Reporting bias: selective outcome reporting,D9,Unclear
Gallas-Lopes,Replication,"Zheng, 2014",Other sources of bias,D10,Low
Gallas-Lopes,Original,"Zheng, 2014",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Zheng, 2014",Attrition bias: incomplete outcome data,D8,Low
Gallas-Lopes,Original,"Zheng, 2014",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Zheng, 2014",Other sources of bias,D10,Low
Gallas-Lopes,Replication,"Zheng, 2015",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Replication,"Zheng, 2015",Selection bias: baseline characteristics,D2,Low
Gallas-Lopes,Replication,"Zheng, 2015",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Replication,"Zheng, 2015",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Replication,"Zheng, 2015",Performance bias: blinding,D5,High
Gallas-Lopes,Replication,"Zheng, 2015",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Replication,"Zheng, 2015",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Replication,"Zheng, 2015",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Replication,"Zheng, 2015",Reporting bias: selective outcome reporting,D9,High
Gallas-Lopes,Replication,"Zheng, 2015",Other sources of bias,D10,High
Gallas-Lopes,Original,"Zheng, 2015",Selection bias: sequence generation,D1,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Selection bias: baseline characteristics,D2,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Selection bias: allocation concealment,D3,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Performance bias: random housing,D4,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Performance bias: blinding,D5,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Detection bias: random outcome assessment,D6,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Detection bias: blinding,D7,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Attrition bias: incomplete outcome data,D8,Unclear
Gallas-Lopes,Original,"Zheng, 2015",Reporting bias: selective outcome reporting,D9,Low
Gallas-Lopes,Original,"Zheng, 2015",Other sources of bias,D10,Low
